 nmt =               50
 dmf =      T
 dff =      F
 vgr =       0.100000001    
 lde =       0.899999976    
 theta =     0.500000000    
 sigma =     0.500000000    
 ssr =                1
 dr =        0.300000012    
 mr =         9.99999978E-03
 spdispr =           30
 gs =               300
 ini =            60000
 ngen =            1000
 Myseed =         84563
 nmap =            1000
 beta =       1.20000005    
 Gen nind ndea nveg nspo num_mat veg_1 spo_1 mat_1 veg_2 spo_2 mat_2
   360 31054  8634  4562  4010    50  0.091 0.251 0.658 0.063 0.171 0.766
   365 30689  8680  4541  3899    50  0.090 0.249 0.661 0.062 0.171 0.767
   370 30166  8450  4437  3910    50  0.090 0.247 0.663 0.062 0.172 0.766
   375 30789  8557  4617  4019    50  0.089 0.247 0.664 0.062 0.172 0.766
   380 30381  8532  4640  3816    50  0.089 0.246 0.665 0.062 0.170 0.768
   385 30562  8467  4552  3912    50  0.089 0.246 0.666 0.062 0.170 0.768
   390 30441  8604  4510  3952    50  0.088 0.245 0.666 0.061 0.170 0.769
   395 30186  8464  4694  3858    50  0.087 0.243 0.670 0.061 0.169 0.770
   400 30084  8402  4516  3778    50  0.087 0.241 0.672 0.061 0.172 0.768
   405 30314  8541  4662  3800    50  0.087 0.241 0.672 0.060 0.171 0.769
   410 30027  8380  4603  3702    50  0.087 0.240 0.673 0.060 0.170 0.769
   415 30233  8382  4524  3794    50  0.086 0.238 0.676 0.060 0.170 0.770
   420 29535  8349  4534  3592    50  0.085 0.238 0.677 0.060 0.170 0.770
   425 29470  8198  4472  3714    50  0.085 0.237 0.678 0.060 0.170 0.770
   430 29371  8196  4556  3712    50  0.084 0.235 0.681 0.060 0.171 0.769
   435 29637  8272  4594  3703    50  0.084 0.233 0.682 0.060 0.170 0.770
   440 29852  8237  4620  3751    50  0.084 0.233 0.683 0.060 0.168 0.772
   445 29427  8117  4535  3613    50  0.084 0.231 0.685 0.059 0.167 0.773
   450 28678  8118  4517  3560    50  0.083 0.231 0.686 0.059 0.167 0.774
   455 28508  8117  4444  3476    50  0.083 0.228 0.689 0.059 0.167 0.775
   460 28209  8031  4518  3385    50  0.083 0.227 0.690 0.058 0.168 0.774
   465 28324  7853  4510  3517    50  0.082 0.226 0.692 0.059 0.167 0.774
   470 28308  8057  4592  3442    50  0.082 0.226 0.692 0.058 0.167 0.775
   475 28044  7905  4525  3440    50  0.082 0.225 0.693 0.058 0.166 0.776
   480 27959  7817  4506  3290    50  0.081 0.223 0.696 0.058 0.167 0.775
   485 27916  7770  4386  3383    50  0.080 0.223 0.697 0.057 0.165 0.778
   490 28040  7787  4585  3314    50  0.080 0.221 0.699 0.057 0.165 0.778
   495 28010  7686  4511  3407    50  0.079 0.219 0.703 0.057 0.166 0.778
   500 27707  7916  4511  3277    50  0.079 0.219 0.702 0.056 0.165 0.778
   505 27476  7782  4498  3284    50  0.079 0.218 0.703 0.056 0.164 0.779
   510 27655  7638  4634  3161    50  0.078 0.217 0.705 0.056 0.164 0.779
   515 27466  7786  4489  3209    49  0.078 0.217 0.705 0.056 0.163 0.781
   520 27594  7715  4402  3344    49  0.078 0.216 0.707 0.056 0.164 0.780
   525 26989  7653  4376  3124    49  0.077 0.214 0.709 0.055 0.163 0.782
   530 27052  7696  4498  3159    49  0.076 0.213 0.711 0.055 0.163 0.782
   535 27260  7565  4494  3132    49  0.076 0.212 0.712 0.056 0.164 0.781
   540 27209  7624  4603  3172    48  0.076 0.211 0.713 0.056 0.164 0.780
   545 27080  7588  4514  3195    48  0.076 0.211 0.713 0.055 0.164 0.780
   550 27258  7747  4582  3217    48  0.075 0.210 0.715 0.055 0.163 0.782
   555 26992  7700  4290  3142    47  0.075 0.210 0.715 0.055 0.162 0.783
   560 26478  7593  4392  3034    47  0.075 0.208 0.717 0.055 0.162 0.783
   565 26460  7357  4515  3039    46  0.075 0.208 0.717 0.054 0.161 0.785
   570 26313  7377  4421  2960    46  0.074 0.207 0.719 0.053 0.160 0.786
   575 26469  7618  4489  3038    46  0.074 0.206 0.720 0.053 0.159 0.788
   580 26581  7348  4551  3047    46  0.073 0.205 0.722 0.053 0.160 0.787
   585 26504  7314  4511  3076    46  0.073 0.203 0.724 0.052 0.160 0.787
   590 25867  7340  4331  2918    46  0.073 0.204 0.723 0.052 0.160 0.788
   595 26104  7430  4361  2961    46  0.072 0.204 0.725 0.052 0.160 0.788
   600 26062  7502  4497  2850    46  0.071 0.203 0.726 0.051 0.159 0.789
   605 26078  7453  4270  2884    46  0.071 0.203 0.726 0.051 0.159 0.790
   610 26031  7536  4437  2826    45  0.071 0.202 0.727 0.051 0.161 0.789
   615 26040  7326  4419  2927    45  0.070 0.200 0.730 0.051 0.160 0.789
   620 26280  7178  4479  2932    45  0.070 0.199 0.731 0.050 0.159 0.790
   625 25849  7184  4387  2837    45  0.070 0.198 0.732 0.051 0.158 0.791
   630 25910  7327  4354  2955    45  0.069 0.198 0.733 0.050 0.158 0.792
   635 25471  7170  4313  2880    45  0.069 0.197 0.734 0.050 0.157 0.793
   640 25065  7238  4430  2708    45  0.069 0.196 0.735 0.049 0.156 0.795
