 nmt =               50
 dmf =      T
 dff =      F
 vgr =       0.349999994    
 lde =       0.949999988    
 theta =     0.500000000    
 sigma =     0.500000000    
 ssr =                1
 dr =        0.300000012    
 mr =         9.99999978E-03
 spdispr =           30
 gs =               300
 ini =            60000
 ngen =            1000
 Myseed =         84563
 nmap =            1000
 Gen nind ndea nveg nspo num_mat veg_1 spo_1 mat_1 veg_2 spo_2 mat_2
   780 58658 16772 11617  5114    49  0.318 0.213 0.468 0.080 0.057 0.864
   785 58698 16679 11598  5144    49  0.319 0.212 0.469 0.080 0.057 0.863
   790 58622 16740 11555  5062    49  0.318 0.212 0.470 0.079 0.056 0.866
   795 58364 16856 11645  5057    49  0.318 0.211 0.471 0.079 0.056 0.865
   800 58235 16798 11528  5090    49  0.318 0.210 0.472 0.079 0.056 0.865
   805 58384 16669 11532  5073    49  0.318 0.210 0.472 0.079 0.056 0.866
   810 58479 16682 11586  5038    49  0.318 0.209 0.473 0.079 0.055 0.866
   815 58438 16669 11702  4876    49  0.319 0.209 0.472 0.078 0.055 0.867
   820 58415 16768 11666  5027    49  0.317 0.208 0.475 0.078 0.054 0.868
   825 58236 16748 11719  4968    49  0.317 0.208 0.474 0.078 0.054 0.868
   830 58428 16673 11686  5023    49  0.317 0.208 0.475 0.079 0.054 0.867
   835 58492 16708 11696  5044    48  0.317 0.206 0.477 0.080 0.055 0.865
   840 58629 16761 11664  4908    48  0.316 0.206 0.478 0.080 0.055 0.865
   845 58551 16411 11709  5029    48  0.316 0.205 0.480 0.080 0.055 0.865
   850 58411 16617 11713  4960    48  0.317 0.204 0.479 0.078 0.053 0.868
   855 58263 16658 11674  4964    48  0.318 0.204 0.478 0.080 0.054 0.865
   860 58295 16623 11765  4921    48  0.318 0.203 0.479 0.082 0.055 0.863
   865 58247 16873 11719  5046    48  0.319 0.203 0.478 0.083 0.056 0.861
   870 57965 16730 11487  4992    48  0.319 0.202 0.478 0.082 0.056 0.862
   875 58458 16659 11781  5007    48  0.319 0.202 0.479 0.084 0.057 0.859
   880 58149 16769 11792  4950    47  0.318 0.201 0.481 0.084 0.057 0.859
   885 58507 16676 11707  4926    47  0.318 0.201 0.481 0.085 0.057 0.859
   890 57952 16818 11635  4855    46  0.318 0.200 0.482 0.085 0.056 0.858
   895 58246 16624 11499  4950    46  0.318 0.200 0.482 0.085 0.057 0.858
   900 58041 16813 11586  4939    46  0.317 0.199 0.484 0.085 0.056 0.859
   905 58036 16778 11719  4756    45  0.317 0.199 0.484 0.083 0.055 0.862
