        50
         T
         F
      0.10
      1.00
      1.00
      1.00
         1
      0.30
   0.01000
        30
       300
     60000
      1000
     84563
      1000

   45   65      15    0  0.018905  0.032459  0.948636  0.000000  0.000000  0.000000
  124    4      46   15  0.054089  0.892595  0.053316  0.000004  0.000014  0.999983
  214   92      15    0  0.008468  0.001986  0.989546  0.000000  0.000000  0.000000
  143   28      48   15  0.135564  0.830973  0.033463  0.000004  0.000014  0.999983
  149  106       6   15  0.113257  0.849113  0.037630  0.000004  0.000014  0.999983
   30   11      50   15  0.097530  0.852370  0.050100  0.000004  0.000014  0.999983
  110   92      46    0  0.128628  0.844142  0.027230  0.000000  0.000000  0.000000
  290  228      50    0  0.194326  0.784433  0.021241  0.000000  0.000000  0.000000
  145  249       4   15  0.070816  0.879707  0.049478  0.000004  0.000014  0.999983
   48  299      47   15  0.045737  0.939234  0.015028  0.000004  0.000014  0.999983
  256  291       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  267  142      15    0  0.008798  0.003425  0.987777  0.000000  0.000000  0.000000
  212  261       4    0  0.114676  0.842120  0.043204  0.000000  0.000000  0.000000
   26  161       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  113  187      16   15  0.035978  0.960847  0.003175  0.000004  0.000014  0.999983
  122   32      33   15  0.033292  0.962662  0.004047  0.000004  0.000014  0.999983
    9  135      17   15  0.088770  0.864202  0.047028  0.000004  0.000014  0.999983
  282  153      15    0  0.005162  0.009886  0.984951  0.000000  0.000000  0.000000
  113  279      48   15  0.076191  0.843470  0.080339  0.000004  0.000014  0.999983
  219  268      16   15  0.088891  0.809097  0.102012  0.000004  0.000014  0.999983
   68   42      42   15  0.212030  0.777084  0.010886  0.000004  0.000014  0.999983
  295   82      50    0  0.060684  0.912872  0.026445  0.000000  0.000000  0.000000
   15  299      30    0  0.105455  0.819135  0.075411  0.000000  0.000000  0.000000
  209  140       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  141   42      22   15  0.074489  0.917666  0.007845  0.000004  0.000014  0.999983
  145  202       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  221  229      50   15  0.100351  0.804122  0.095526  0.000004  0.000014  0.999983
  220  217      33    0  0.118918  0.878127  0.002955  0.000000  0.000000  0.000000
  245   40      33   15  0.017663  0.938096  0.044241  0.000004  0.000014  0.999983
  176  223      15    0  0.015516  0.001463  0.983021  0.000000  0.000000  0.000000
   32  141      15    0  0.012140  0.006235  0.981625  0.000000  0.000000  0.000000
   36  131      40   15  0.091611  0.894859  0.013530  0.000004  0.000014  0.999983
  272  151      15    0  0.000427  0.001252  0.998321  0.000000  0.000000  0.000000
  284   18       9   15  0.071608  0.889635  0.038758  0.000004  0.000014  0.999983
  205   53      33   15  0.045319  0.952735  0.001946  0.000004  0.000014  0.999983
  131  278      16   15  0.104921  0.881556  0.013523  0.000004  0.000014  0.999983
  204   26      48   15  0.114179  0.880291  0.005530  0.000004  0.000014  0.999983
  136   68      15    0  0.022505  0.006374  0.971120  0.000000  0.000000  0.000000
  266  210      33    0  0.040264  0.905589  0.054147  0.000000  0.000000  0.000000
  170  180      50    0  0.205922  0.792449  0.001629  0.000000  0.000000  0.000000
  263  131      42   15  0.157107  0.827902  0.014992  0.000004  0.000014  0.999983
   85  153      43   15  0.055290  0.915623  0.029087  0.004988  0.007189  0.987824
   13  163       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  256  193      29    0  0.010809  0.952431  0.036760  0.000000  0.000000  0.000000
   51   51      15    0  0.003390  0.004451  0.992159  0.000000  0.000000  0.000000
   41  236      43    0  0.140447  0.855025  0.004528  0.000000  0.000000  0.000000
  172  189       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  149  290      16   15  0.115014  0.811830  0.073156  0.000004  0.000014  0.999983
   13  267      33   15  0.140254  0.837302  0.022444  0.000004  0.000014  0.999983
   76   55      10   15  0.114447  0.870897  0.014656  0.000004  0.000014  0.999983
  277   57       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
   12  233      44   15  0.072136  0.863283  0.064582  0.000004  0.000014  0.999983
   60    5       4   15  0.054263  0.888148  0.057589  0.000004  0.000014  0.999983
  276  104      34   15  0.123984  0.862385  0.013631  0.000004  0.000014  0.999983
  286  128      34    0  0.109053  0.875103  0.015845  0.000000  0.000000  0.000000
   15  141      15    0  0.009261  0.004671  0.986068  0.000000  0.000000  0.000000
  119  102      43   15  0.096067  0.889530  0.014403  0.003065  0.018386  0.978549
  135  268      15    0  0.021854  0.006257  0.971889  0.000000  0.000000  0.000000
  219   49      15    0  0.019252  0.011016  0.969732  0.000000  0.000000  0.000000
   62  254      15    0  0.000162  0.012866  0.986971  0.000000  0.000000  0.000000
  291   66      15    0  0.003927  0.012777  0.983297  0.000000  0.000000  0.000000
  197  229       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  288   32      40   15  0.157067  0.813662  0.029271  0.000004  0.000014  0.999983
  125   53       4   15  0.196253  0.736523  0.067224  0.000004  0.000014  0.999983
  149  193       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
   88  177       4    0  0.058532  0.844772  0.096696  0.000000  0.000000  0.000000
   19  214      40   15  0.086347  0.867684  0.045969  0.000004  0.000014  0.999983
  227  196      43   15  0.042412  0.954814  0.002774  0.000004  0.000014  0.999983
   49   54      15    0  0.007480  0.015890  0.976631  0.000000  0.000000  0.000000
  226  190       4   15  0.046320  0.951245  0.002435  0.000004  0.000014  0.999983
  156  151       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  111  126      26   15  0.199576  0.797134  0.003291  0.000004  0.000014  0.999983
  222   25      15   29  0.007077  0.020442  0.972481  0.151271  0.815383  0.033346
  161  295       0    0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  299  189      50   15  0.030504  0.903050  0.066446  0.000004  0.000014  0.999983
  145  277      46    0  0.077228  0.866880  0.055892  0.000000  0.000000  0.000000
  182   66      36   15  0.051574  0.886102  0.062325  0.000004  0.000014  0.999983
  251  291      33   15  0.016064  0.898348  0.085588  0.000004  0.000014  0.999983
  236  251       9   15  0.053497  0.943392  0.003111  0.000004  0.000014  0.999983
  110  122      15    0  0.002285  0.011579  0.986136  0.000000  0.000000  0.000000
  221  204      40   15  0.170638  0.747708  0.081653  0.000004  0.000014  0.999983
   30  109      15    0  0.014255  0.010332  0.975413  0.000000  0.000000  0.000000
  135  111      46    0  0.014631  0.981904  0.003465  0.000000  0.000000  0.000000
  147   25       4   15  0.204311  0.671673  0.124016  0.000004  0.000014  0.999983
   24   18      31    0  0.160111  0.818566  0.021324  0.000000  0.000000  0.000000
   78   77      15    0  0.002788  0.004840  0.992372  0.000000  0.000000  0.000000
  290  139      15    0  0.001403  0.011111  0.987486  0.000000  0.000000  0.000000
   57   58       4   15  0.071491  0.916028  0.012482  0.000004  0.000014  0.999983
  167  123      15    0  0.002341  0.015177  0.982482  0.000000  0.000000  0.000000
   44   40      16   15  0.068443  0.884898  0.046659  0.011956  0.006562  0.981481
