 nmt =               50
 dmf =      T
 dff =      F
 vgr =       0.100000001    
 lde =       0.949999988    
 theta =     0.500000000    
 sigma =     0.500000000    
 ssr =                1
 dr =        0.500000000    
 mr =         9.99999978E-03
 spdispr =           30
 gs =               300
 ini =            60000
 ngen =            1000
 Myseed =         84563
 nmap =            1000
 Gen nind ndea nveg nspo num_mat veg_1 spo_1 mat_1 veg_2 spo_2 mat_2
   700   854   415   241    97    32  0.055 0.373 0.572 0.057 0.358 0.585
   705   585   298   198    54    30  0.057 0.369 0.574 0.057 0.356 0.587
   710   314   163   102    33    27  0.058 0.363 0.579 0.058 0.355 0.587
   715   152    82    51     9    22  0.051 0.365 0.584 0.070 0.373 0.557
   720    60    34    16     0    13  0.053 0.365 0.581 0.079 0.391 0.530
   725    39    18    13     1     8  0.059 0.370 0.571 0.094 0.421 0.485
   730    12     5     5     0     4  0.065 0.384 0.551   NaN   NaN   NaN
   735    21     4     7     0     4  0.056 0.390 0.554   NaN   NaN   NaN
   740     6     4     1     0     3  0.081 0.399 0.520   NaN   NaN   NaN
   745     4     0     1     0     2  0.074 0.395 0.531   NaN   NaN   NaN
   750     3     0     0     0     1  0.044 0.396 0.559   NaN   NaN   NaN
   755     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   760     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   765     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   770     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   775     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   780     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   785     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   790     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   795     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   800     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   805     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   810     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   815     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   820     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   825     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   830     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   835     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   840     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   845     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   850     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
   855     0     0     0     0     0    NaN   NaN   NaN   NaN   NaN   NaN
