trt,gen,zero1,lt151,gt151,zero2,lt152,gt152,tot1,spo1,veg1,mat1,tot2,spo2,veg2,mat2
temp_lbeta_1_2.000,650,34689,3808,51501,52476,369,37153,55308,0,33771,18442,37522,0,3373,33699
temp_ubeta_1_0.500,650,35881,0,54117,53129,0,36869,54116,0,0,54116,36867,0,0,36869
temp_ubeta_1_0.667,650,47671,0,42327,59866,0,30132,42327,0,0,42315,30129,0,0,30132
temp_ubeta_1_0.800,650,55597,0,34401,64510,0,25488,34401,0,0,34386,25488,0,0,25488
temp_ubeta_1_1.000,650,66640,0,23358,71731,0,18267,23358,0,0,23330,18267,0,0,18267
temp_ubeta_1_1.250,650,78499,0,11499,80352,0,9646,11499,0,0,11492,9646,0,0,9644
temp_ubeta_1_1.500,650,89136,0,862,89186,0,812,862,0,0,862,812,0,0,812
temp_ubeta_1_2.000,650,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,675,10329,16726,62943,40020,316,49662,79669,24,34588,15188,49978,0,629,48563
temp_lbeta_1_0.667,675,11218,19479,59301,40447,413,49138,78779,3,43018,14762,49551,0,901,48054
temp_lbeta_1_0.800,675,12217,14756,63025,41131,323,48544,77781,0,46036,14954,48867,0,1118,47162
temp_lbeta_1_1.000,675,13778,12022,64198,41847,290,47861,76220,0,50629,14319,48151,0,1357,46366
temp_lbeta_1_1.250,675,16433,16314,57251,43033,554,46411,73564,0,52986,13747,46965,0,1865,44721
temp_lbeta_1_1.500,675,19778,8619,61601,44708,339,44951,70220,0,52300,13068,45290,0,2391,42612
temp_lbeta_1_2.000,675,35054,3720,51224,52751,320,36927,54943,0,33648,18054,37245,0,3434,33343
temp_ubeta_1_0.500,675,36284,0,53714,53389,0,36609,53714,0,0,53714,36607,0,0,36609
temp_ubeta_1_0.667,675,47385,0,42613,59677,0,30321,42613,0,0,42605,30321,0,0,30321
temp_ubeta_1_0.800,675,55668,0,34330,64743,0,25255,34330,0,0,34312,25255,0,0,25255
temp_ubeta_1_1.000,675,66577,0,23421,71701,0,18297,23421,0,0,23407,18297,0,0,18294
temp_ubeta_1_1.250,675,78439,0,11559,80264,0,9734,11559,0,0,11534,9734,0,0,9734
temp_ubeta_1_1.500,675,89327,0,671,89394,0,604,671,0,0,671,604,0,0,604
temp_ubeta_1_2.000,675,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,700,10467,16431,63100,40335,339,49324,79531,25,34389,15246,49663,1,664,48239
temp_lbeta_1_0.667,700,11340,18764,59894,40798,421,48779,78658,0,42108,15141,49200,0,857,47692
temp_lbeta_1_0.800,700,12080,14861,63057,40882,340,48776,77918,2,46777,14782,49116,0,1104,47561
temp_lbeta_1_1.000,700,13845,12307,63846,41869,323,47806,76153,0,50960,14278,48129,0,1426,46261
temp_lbeta_1_1.250,700,16612,16357,57029,43277,574,46147,73386,0,52822,13623,46721,0,1875,44519
temp_lbeta_1_1.500,700,19429,8696,61873,44678,338,44982,70568,0,52332,13359,45320,0,2253,42785
temp_lbeta_1_2.000,700,34456,4191,51351,52338,317,37343,55542,0,33925,18031,37660,0,3421,33819
temp_ubeta_1_0.500,700,35955,0,54043,53072,0,36926,54043,0,0,54040,36926,0,0,36926
temp_ubeta_1_0.667,700,47408,0,42590,59786,0,30212,42590,0,0,42587,30212,0,0,30212
temp_ubeta_1_0.800,700,55981,0,34017,64829,0,25169,34017,0,0,34001,25169,0,0,25169
temp_ubeta_1_1.000,700,66253,0,23745,71471,0,18527,23745,0,0,23721,18527,0,0,18524
temp_ubeta_1_1.250,700,78358,0,11640,80232,0,9766,11640,0,0,11637,9766,0,0,9766
temp_ubeta_1_1.500,700,89444,0,554,89494,0,504,554,0,0,554,504,0,0,504
temp_ubeta_1_2.000,700,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,725,10356,16342,63300,40155,334,49509,79642,16,34807,15181,49843,0,589,48484
temp_lbeta_1_0.667,725,11231,18325,60442,40680,381,48937,78767,6,42776,15079,49318,0,885,47804
temp_lbeta_1_0.800,725,12163,14586,63249,41115,385,48498,77834,1,46648,14766,48883,0,1071,47246
temp_lbeta_1_1.000,725,13972,12358,63668,41871,333,47794,76026,0,50773,14412,48127,0,1365,46329
temp_lbeta_1_1.250,725,16847,15961,57190,43230,514,46254,73149,0,52595,13584,46768,0,1817,44671
temp_lbeta_1_1.500,725,19605,7701,62692,44519,354,45125,70393,0,52251,13006,45479,0,2306,42823
temp_lbeta_1_2.000,725,34070,3389,52539,52200,262,37536,55928,0,34283,18308,37798,0,3467,33856
temp_ubeta_1_0.500,725,36520,0,53478,53779,0,36219,53478,0,0,53472,36219,0,0,36219
temp_ubeta_1_0.667,725,47407,0,42591,59649,0,30349,42591,0,0,42586,30349,0,0,30347
temp_ubeta_1_0.800,725,55998,0,34000,64775,0,25223,34000,0,0,33987,25223,0,0,25223
temp_ubeta_1_1.000,725,66226,0,23772,71450,0,18548,23772,0,0,23734,18548,0,0,18543
temp_ubeta_1_1.250,725,78553,0,11445,80282,0,9716,11445,0,0,11430,9716,0,0,9716
temp_ubeta_1_1.500,725,89450,0,548,89506,0,492,548,0,0,548,492,0,0,492
temp_ubeta_1_2.000,725,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,750,10452,16141,63405,40114,285,49599,79546,38,34348,15128,49884,0,576,48524
temp_lbeta_1_0.667,750,11201,16868,61929,40535,334,49129,78797,0,44108,14905,49463,0,904,48021
temp_lbeta_1_0.800,750,11941,14581,63476,40993,309,48696,78057,0,46890,15011,49005,0,1090,47408
temp_lbeta_1_1.000,750,13719,12322,63957,41811,321,47866,76279,0,51266,14252,48187,0,1383,46354
temp_lbeta_1_1.250,750,16579,14994,58425,43020,462,46516,73418,0,52628,13560,46978,0,1869,44759
temp_lbeta_1_1.500,750,19609,7864,62525,44750,292,44956,70389,0,52097,13096,45248,0,2319,42614
temp_lbeta_1_2.000,750,34151,3332,52515,52243,303,37452,55847,0,34788,17689,37755,0,3379,33937
temp_ubeta_1_0.500,750,35939,0,54059,53135,0,36863,54059,0,0,54059,36863,0,0,36863
temp_ubeta_1_0.667,750,47236,0,42762,59457,0,30541,42762,0,0,42754,30541,0,0,30541
temp_ubeta_1_0.800,750,55537,0,34461,64512,0,25486,34461,0,0,34444,25486,0,0,25486
temp_ubeta_1_1.000,750,66083,0,23915,71308,0,18690,23915,0,0,23880,18690,0,0,18682
temp_ubeta_1_1.250,750,78574,0,11424,80484,0,9514,11424,0,0,11424,9514,0,0,9513
temp_ubeta_1_1.500,750,89574,0,424,89611,0,387,424,0,0,424,387,0,0,387
temp_ubeta_1_2.000,750,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,775,10600,16039,63359,40310,394,49294,79398,23,32846,15247,49688,0,619,48246
temp_lbeta_1_0.667,775,11191,16722,62085,40505,371,49122,78806,0,43855,14905,49493,0,933,48001
temp_lbeta_1_0.800,775,12188,14102,63708,40955,333,48710,77810,10,46739,14908,49043,3,1063,47323
temp_lbeta_1_1.000,775,13898,11895,64205,41903,293,47802,76100,0,50373,14391,48095,0,1423,46213
temp_lbeta_1_1.250,775,16235,15587,58176,42999,420,46579,73763,0,53244,13799,46999,0,1872,44800
temp_lbeta_1_1.500,775,19847,8752,61399,44894,298,44806,70151,0,51703,13169,45104,0,2158,42636
temp_lbeta_1_2.000,775,34443,3316,52239,52408,311,37279,55555,0,34253,18067,37590,0,3382,33778
temp_ubeta_1_0.500,775,35994,0,54004,53178,0,36820,54002,0,0,54002,36820,0,0,36820
temp_ubeta_1_0.667,775,47250,0,42748,59477,0,30521,42748,0,0,42738,30521,0,0,30521
temp_ubeta_1_0.800,775,55605,0,34393,64693,0,25305,34393,0,0,34384,25305,0,0,25302
temp_ubeta_1_1.000,775,66001,0,23997,71187,0,18811,23997,0,0,23968,18811,0,0,18810
temp_ubeta_1_1.250,775,78554,0,11444,80419,0,9579,11444,0,0,11437,9579,0,0,9579
temp_ubeta_1_1.500,775,89609,0,389,89650,0,348,389,0,0,389,348,0,0,348
temp_ubeta_1_2.000,775,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,800,10582,16077,63339,40235,329,49434,79416,25,33204,15017,49763,0,556,48401
temp_lbeta_1_0.667,800,11115,16169,62714,40370,370,49258,78883,0,43524,15182,49628,0,977,48030
temp_lbeta_1_0.800,800,12048,14605,63345,40848,322,48828,77950,0,46846,14767,49150,0,1145,47460
temp_lbeta_1_1.000,800,13962,11903,64133,41887,380,47731,76035,0,50944,14352,48111,0,1475,46214
temp_lbeta_1_1.250,800,16527,14826,58645,43261,461,46276,73471,0,52413,13884,46737,0,1823,44611
temp_lbeta_1_1.500,800,19514,8169,62315,44490,327,45181,70483,0,52459,13235,45508,0,2423,42749
temp_lbeta_1_2.000,800,34222,3093,52683,52316,323,37359,55775,0,34658,17805,37682,0,3505,33719
temp_ubeta_1_0.500,800,35817,0,54181,53161,0,36837,54181,0,0,54180,36837,0,0,36837
temp_ubeta_1_0.667,800,47805,0,42193,59826,0,30172,42193,0,0,42185,30172,0,0,30172
temp_ubeta_1_0.800,800,55566,0,34432,64534,0,25464,34431,0,0,34420,25464,0,0,25458
temp_ubeta_1_1.000,800,66612,0,23386,71695,0,18303,23386,0,0,23377,18303,0,0,18303
temp_ubeta_1_1.250,800,78532,0,11466,80297,0,9701,11466,0,0,11462,9701,0,0,9701
temp_ubeta_1_1.500,800,89655,0,343,89686,0,312,343,0,0,343,312,0,0,312
temp_ubeta_1_2.000,800,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,825,10646,16420,62932,40361,289,49348,79352,14,32855,15206,49637,1,608,48211
temp_lbeta_1_0.667,825,11201,16160,62637,40712,339,48947,78797,6,42959,15056,49286,0,980,47524
temp_lbeta_1_0.800,825,12025,14459,63514,40921,321,48756,77973,0,46626,14691,49077,0,1101,47473
temp_lbeta_1_1.000,825,13819,11803,64376,41868,298,47832,76178,0,50629,14458,48130,0,1482,46191
temp_lbeta_1_1.250,825,16408,15083,58507,42863,497,46638,73590,1,52790,13568,47135,0,1869,44892
temp_lbeta_1_1.500,825,19721,8296,61981,44645,274,45079,70277,0,52383,12910,45353,0,2157,42904
temp_lbeta_1_2.000,825,35244,2771,51983,52652,249,37097,54754,0,32949,18718,37346,0,3305,33588
temp_ubeta_1_0.500,825,36162,0,53836,53224,0,36774,53835,0,0,53834,36774,0,0,36774
temp_ubeta_1_0.667,825,47281,0,42717,59707,0,30291,42717,0,0,42711,30291,0,0,30290
temp_ubeta_1_0.800,825,55666,0,34332,64860,0,25138,34332,0,0,34307,25138,0,0,25132
temp_ubeta_1_1.000,825,66727,0,23271,71755,0,18243,23271,0,0,23244,18243,0,0,18243
temp_ubeta_1_1.250,825,78515,0,11483,80261,0,9737,11483,0,0,11472,9737,0,0,9737
temp_ubeta_1_1.500,825,89829,0,169,89838,0,160,169,0,0,169,160,0,0,160
temp_ubeta_1_2.000,825,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,850,10347,16095,63556,40043,345,49610,79651,46,32989,15229,49955,0,607,48476
temp_lbeta_1_0.667,850,11309,15916,62773,40841,354,48803,78688,2,42747,14989,49157,0,905,47659
temp_lbeta_1_0.800,850,12063,13868,64067,40866,363,48769,77934,6,47001,14688,49132,0,1181,47417
temp_lbeta_1_1.000,850,13873,11919,64206,42003,302,47693,76125,0,50824,14501,47995,0,1427,46138
temp_lbeta_1_1.250,850,16484,14360,59154,43034,459,46505,73514,0,52620,13749,46964,0,1830,44787
temp_lbeta_1_1.500,850,19500,8392,62106,44621,335,45042,70498,0,52462,13003,45377,0,2357,42669
temp_lbeta_1_2.000,850,36285,2550,51163,53422,278,36298,53713,0,31757,18800,36576,0,3431,32682
temp_ubeta_1_0.500,850,36101,0,53897,53270,0,36728,53897,0,0,53894,36727,0,0,36728
temp_ubeta_1_0.667,850,47361,0,42637,59703,0,30295,42637,0,0,42630,30295,0,0,30294
temp_ubeta_1_0.800,850,55883,0,34115,64777,0,25221,34115,0,0,34102,25221,0,0,25220
temp_ubeta_1_1.000,850,66262,0,23736,71448,0,18550,23736,0,0,23712,18550,0,0,18547
temp_ubeta_1_1.250,850,79180,0,10818,80830,0,9168,10818,0,0,10814,9168,0,0,9168
temp_ubeta_1_1.500,850,89893,0,105,89899,0,99,105,0,0,105,99,0,0,99
temp_ubeta_1_2.000,850,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,875,10390,16164,63444,40152,357,49489,79608,32,33075,15180,49846,0,714,48306
temp_lbeta_1_0.667,875,11121,16054,62823,40701,375,48922,78877,2,42339,15127,49297,0,957,47722
temp_lbeta_1_0.800,875,12134,13429,64435,41025,321,48652,77864,0,47183,14776,48973,0,1111,47277
temp_lbeta_1_1.000,875,14043,11760,64195,41959,289,47750,75955,0,50968,14249,48039,0,1407,46214
temp_lbeta_1_1.250,875,16897,14014,59087,43516,449,46033,73101,0,51969,13825,46482,0,1707,44437
temp_lbeta_1_1.500,875,19592,8431,61975,44591,345,45062,70405,0,52316,13032,45407,0,2166,42907
temp_lbeta_1_2.000,875,35538,2413,52047,52890,227,36881,54460,0,32653,18505,37108,0,3302,33297
temp_ubeta_1_0.500,875,35813,0,54185,53052,0,36946,54185,0,0,54184,36946,0,0,36946
temp_ubeta_1_0.667,875,47642,0,42356,59843,0,30155,42356,0,0,42352,30155,0,0,30154
temp_ubeta_1_0.800,875,55912,0,34086,64788,0,25210,34086,0,0,34081,25210,0,0,25210
temp_ubeta_1_1.000,875,66534,0,23464,71679,0,18319,23464,0,0,23433,18319,0,0,18314
temp_ubeta_1_1.250,875,79195,0,10803,80956,0,9042,10803,0,0,10799,9042,0,0,9040
temp_ubeta_1_1.500,875,89977,0,21,89979,0,19,21,0,0,21,19,0,0,19
temp_ubeta_1_2.000,875,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,900,10478,14429,65091,40240,305,49453,79520,36,33836,15257,49758,0,602,48372
temp_lbeta_1_0.667,900,11252,16143,62603,40540,404,49054,78744,0,42160,14891,49458,0,930,47852
temp_lbeta_1_0.800,900,12022,13637,64339,41006,319,48673,77976,0,47034,14847,48992,0,1174,47299
temp_lbeta_1_1.000,900,14116,11904,63978,42050,332,47616,75881,0,50512,14351,47948,0,1505,46048
temp_lbeta_1_1.250,900,16723,13420,59855,43239,453,46306,73275,0,52184,13910,46759,0,1873,44544
temp_lbeta_1_1.500,900,19547,8590,61861,44632,367,44999,70451,0,52129,13144,45366,0,2230,42804
temp_lbeta_1_2.000,900,34618,2643,52737,52536,233,37229,55379,0,33708,18236,37462,0,3437,33586
temp_ubeta_1_0.500,900,35951,0,54047,53223,0,36775,54047,0,0,54041,36775,0,0,36775
temp_ubeta_1_0.667,900,47379,0,42619,59532,0,30466,42616,0,0,42601,30466,0,0,30464
temp_ubeta_1_0.800,900,55933,0,34065,64950,0,25048,34064,0,0,34056,25048,0,0,25048
temp_ubeta_1_1.000,900,66562,0,23436,71968,0,18030,23436,0,0,23401,18030,0,0,18030
temp_ubeta_1_1.250,900,79213,0,10785,80883,0,9115,10785,0,0,10784,9115,0,0,9115
temp_ubeta_1_1.500,900,89992,0,6,89992,0,6,6,0,0,6,6,0,0,6
temp_ubeta_1_2.000,900,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,925,10348,13698,65952,40094,253,49651,79650,56,34031,15238,49904,0,616,48448
temp_lbeta_1_0.667,925,11479,15917,62602,41004,393,48601,78519,9,40967,14975,48994,1,892,47467
temp_lbeta_1_0.800,925,11861,13880,64257,40763,336,48899,78137,2,47117,14728,49235,0,1057,47621
temp_lbeta_1_1.000,925,13840,10426,65732,41772,257,47969,76158,0,50933,14262,48226,0,1451,46293
temp_lbeta_1_1.250,925,16796,12363,60839,43372,382,46244,73202,0,52421,13846,46626,0,1690,44614
temp_lbeta_1_1.500,925,19477,8498,62023,44476,340,45182,70521,0,52472,13151,45522,0,2305,42904
temp_lbeta_1_2.000,925,34626,2161,53211,52575,190,37233,55372,0,33994,18316,37423,0,3412,33599
temp_ubeta_1_0.500,925,36073,0,53925,53434,0,36564,53925,0,0,53923,36562,0,0,36564
temp_ubeta_1_0.667,925,47884,0,42114,59969,0,30029,42113,0,0,42105,30029,0,0,30027
temp_ubeta_1_0.800,925,55613,0,34385,64665,0,25333,34385,0,0,34366,25333,0,0,25326
temp_ubeta_1_1.000,925,66042,0,23956,71379,0,18619,23956,0,0,23942,18619,0,0,18619
temp_ubeta_1_1.250,925,79796,0,10202,81368,0,8630,10202,0,0,10199,8630,0,0,8630
temp_ubeta_1_1.500,925,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_ubeta_1_2.000,925,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,950,10297,13383,66318,40065,291,49642,79701,34,34025,15223,49933,0,630,48492
temp_lbeta_1_0.667,950,11397,15656,62945,40760,339,48899,78601,4,40760,15091,49238,0,859,47679
temp_lbeta_1_0.800,950,12144,12778,65076,40938,291,48769,77854,0,46965,14694,49060,0,1070,47488
temp_lbeta_1_1.000,950,13937,10643,65418,41711,248,48039,76060,0,50919,14151,48287,0,1315,46534
temp_lbeta_1_1.250,950,16498,11536,61964,43232,382,46384,73500,0,52306,13887,46766,0,1839,44577
temp_lbeta_1_1.500,950,19533,9057,61408,44627,381,44990,70465,0,52563,13136,45371,0,2267,42843
temp_lbeta_1_2.000,950,34216,1957,53825,52204,144,37650,55782,0,34324,18230,37794,0,3418,33987
temp_ubeta_1_0.500,950,36236,0,53762,53562,0,36436,53762,0,0,53761,36436,0,0,36436
temp_ubeta_1_0.667,950,47725,0,42273,59876,0,30122,42273,0,0,42267,30122,0,0,30119
temp_ubeta_1_0.800,950,55685,0,34313,64701,0,25297,34313,0,0,34297,25297,0,0,25297
temp_ubeta_1_1.000,950,66143,0,23855,71471,0,18527,23855,0,0,23835,18527,0,0,18522
temp_ubeta_1_1.250,950,79560,0,10438,81138,0,8860,10438,0,0,10438,8860,0,0,8860
temp_ubeta_1_1.500,950,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_ubeta_1_2.000,950,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,975,10324,12717,66957,40006,268,49724,79674,12,34191,15155,49992,0,677,48555
temp_lbeta_1_0.667,975,11375,14991,63632,40541,292,49165,78623,3,41301,14873,49457,0,843,47964
temp_lbeta_1_0.800,975,12312,12371,65315,40947,269,48782,77686,0,46554,14717,49051,0,1146,47374
temp_lbeta_1_1.000,975,13759,10095,66144,41716,233,48049,76239,0,51380,14326,48282,0,1492,46371
temp_lbeta_1_1.250,975,16614,10357,63027,43097,345,46556,73384,0,52682,13678,46901,0,1971,44555
temp_lbeta_1_1.500,975,19477,9033,61488,44481,412,45105,70521,0,52418,13124,45517,0,2339,42798
temp_lbeta_1_2.000,975,34424,1759,53815,52405,164,37429,55574,0,34153,18358,37593,0,3393,33751
temp_ubeta_1_0.500,975,36288,0,53710,53453,0,36545,53708,0,0,53703,36545,0,0,36545
temp_ubeta_1_0.667,975,47711,0,42287,59834,0,30164,42286,0,0,42282,30164,0,0,30163
temp_ubeta_1_0.800,975,55898,0,34100,64759,0,25239,34100,0,0,34080,25239,0,0,25239
temp_ubeta_1_1.000,975,66397,0,23601,71614,0,18384,23601,0,0,23589,18384,0,0,18382
temp_ubeta_1_1.250,975,79539,0,10459,81170,0,8828,10458,0,0,10459,8828,0,0,8828
temp_ubeta_1_1.500,975,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_ubeta_1_2.000,975,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_lbeta_1_0.500,1000,10263,12729,67006,40091,248,49659,79735,42,34326,15181,49907,3,638,48506
temp_lbeta_1_0.667,1000,11183,14727,64088,40376,356,49266,78815,1,41878,14847,49622,1,929,48085
temp_lbeta_1_0.800,1000,11988,11949,66061,41050,317,48631,78010,1,46745,15036,48947,0,1027,47344
temp_lbeta_1_1.000,1000,13587,10434,65977,41637,294,48067,76411,0,51018,14395,48361,0,1370,46548
temp_lbeta_1_1.250,1000,16509,9830,63659,43021,337,46640,73489,0,52528,13690,46977,0,1831,44784
temp_lbeta_1_1.500,1000,20028,9436,60534,44784,344,44870,69970,0,51855,12929,45214,0,2209,42718
temp_lbeta_1_2.000,1000,34437,1610,53951,52515,137,37346,55561,0,34006,18175,37483,0,3412,33668
temp_ubeta_1_0.500,1000,36013,0,53985,53166,0,36832,53985,0,0,53983,36832,0,0,36832
temp_ubeta_1_0.667,1000,47544,0,42454,59849,0,30149,42454,0,0,42447,30149,0,0,30148
temp_ubeta_1_0.800,1000,55643,0,34355,64757,0,25241,34355,0,0,34342,25241,0,0,25241
temp_ubeta_1_1.000,1000,66595,0,23403,71835,0,18163,23403,0,0,23373,18163,0,0,18160
temp_ubeta_1_1.250,1000,79580,0,10418,81216,0,8782,10418,0,0,10418,8782,0,0,8782
temp_ubeta_1_1.500,1000,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
temp_ubeta_1_2.000,1000,89998,0,0,89998,0,0,0,0,0,0,0,0,0,0
