trt,gen,zero1,lt151,gt151,zero2,lt152,gt152,tot1,spo1,veg1,mat1,tot2,spo2,veg2,mat2
temp_link_3_0.90,600,13802,66546,9650,42861,41091,6046,76196,894,49566,143,47137,570,27877,147
temp_unlink_0_0.10,600,66536,2171,21291,71661,1616,16721,23462,0,0,23440,18337,0,0,18335
temp_unlink_0_0.30,600,66979,3068,19951,72062,2407,15529,23019,0,0,22993,17936,0,0,17933
temp_unlink_0_0.50,600,66455,3512,20031,71605,2971,15422,23543,0,0,23519,18393,0,0,18389
temp_unlink_0_0.70,600,66947,4380,18671,71945,3566,14487,23051,0,0,23026,18053,0,0,18051
temp_unlink_0_0.90,600,67343,7463,15192,72327,6190,11481,22655,0,0,22632,17671,0,0,17671
temp_unlink_1_0.10,600,66571,0,23427,71753,0,18245,23426,0,0,23411,18245,0,0,18236
temp_unlink_1_0.30,600,66443,0,23555,71668,0,18330,23555,0,0,23541,18330,0,0,18323
temp_unlink_1_0.50,600,66866,0,23132,71937,0,18061,23132,0,0,23110,18061,0,0,18060
temp_unlink_1_0.70,600,66797,0,23201,71743,0,18255,23201,0,0,23191,18255,0,0,18250
temp_unlink_1_0.90,600,66024,4853,19121,71460,828,17710,23974,0,0,23925,18538,0,0,18516
temp_unlink_2_0.10,600,66381,0,23617,71537,0,18461,23617,0,0,23597,18461,0,0,18461
temp_unlink_2_0.30,600,66424,0,23574,71624,0,18374,23574,0,0,23553,18374,0,0,18366
temp_unlink_2_0.50,600,66207,0,23791,71543,0,18455,23791,0,0,23752,18455,0,0,18443
temp_unlink_2_0.70,600,66640,0,23358,71779,0,18219,23358,0,0,23336,18219,0,0,18217
temp_unlink_2_0.90,600,18788,51970,19240,45477,29824,14697,71210,0,8872,0,44520,0,3758,0
temp_unlink_3_0.10,600,13630,9794,66574,43003,6026,40969,76368,0,70767,0,46995,0,42618,0
temp_unlink_3_0.30,600,13348,24147,52503,42337,15131,32530,76650,0,71375,0,47661,0,43458,0
temp_unlink_3_0.50,600,13410,38616,37972,42392,24157,23449,76588,0,70508,0,47606,0,42915,0
temp_unlink_3_0.70,600,13534,52155,24309,42713,32437,14848,76464,0,69850,0,47285,0,42211,0
temp_unlink_3_0.90,600,13459,66661,9878,42793,41061,6144,76539,0,70206,0,47205,0,42225,0
temp_link_0_0.10,625,13923,12246,63829,41881,350,47767,76075,0,50629,14340,48117,0,1381,46295
temp_link_0_0.30,625,13732,32788,43478,41702,923,47373,76266,0,50975,14370,48296,0,1401,46520
temp_link_0_0.50,625,13788,55864,20346,41697,1575,46726,76210,0,50979,14395,48301,0,1363,46542
temp_link_0_0.70,625,13939,60399,15660,41924,1860,46214,76059,0,50716,14563,48074,0,1494,46172
temp_link_0_0.90,625,13856,61567,14575,42046,1873,46079,76141,10,50292,14575,47952,0,1420,46079
temp_link_1_0.10,625,13748,16033,60217,41724,442,47832,76250,0,51172,14416,48274,0,1376,46493
temp_link_1_0.30,625,13946,40196,35856,42130,1186,46682,76052,0,51131,14488,47868,0,1516,45960
temp_link_1_0.50,625,13878,54873,21247,41849,1636,46513,76120,0,51273,14370,48149,0,1480,46265
temp_link_1_0.70,625,13780,61520,14698,41872,1863,46263,76218,0,51173,14387,48126,0,1491,46240
temp_link_1_0.90,625,13964,61573,14461,41931,1865,46202,76033,0,50956,14461,48067,0,1491,46202
temp_link_2_0.10,625,23598,10204,56196,46836,959,42203,66400,0,29144,27987,43162,0,2795,39321
temp_link_2_0.30,625,20913,26829,42256,44969,5015,40014,69085,0,32219,27103,45029,0,6045,36805
temp_link_2_0.50,625,18354,39554,32090,44074,12037,33887,71644,12,36615,23665,45924,0,10801,31232
temp_link_2_0.70,625,15370,55330,19298,43224,26186,20588,74628,18,42669,15957,46774,8,19365,18446
temp_link_2_0.90,625,14216,66632,9150,42920,38631,8447,75782,459,48294,2615,47078,259,26140,2881
temp_link_3_0.10,625,13666,9917,66415,42904,6152,40942,76331,653,49015,157,47094,388,27536,136
temp_link_3_0.30,625,13974,23086,52938,43228,14280,32490,76024,803,49394,104,46770,506,27746,94
temp_link_3_0.50,625,13928,38478,37592,42931,23893,23174,76070,892,49104,205,47067,447,27714,162
temp_link_3_0.70,625,14044,51983,23971,42958,32006,15034,75954,733,47818,82,47040,444,27034,86
temp_link_3_0.90,625,13812,66279,9907,42939,40934,6125,76186,865,49197,139,47059,554,27584,116
temp_unlink_0_0.10,625,67021,1835,21142,71998,1416,16584,22977,0,0,22950,18000,0,0,17997
temp_unlink_0_0.30,625,66580,2977,20441,71862,2332,15804,23418,0,0,23401,18136,0,0,18136
temp_unlink_0_0.50,625,66382,3535,20081,71619,2506,15873,23616,0,0,23572,18379,0,0,18375
temp_unlink_0_0.70,625,66903,4385,18710,71980,3714,14304,23095,0,0,23061,18018,0,0,18016
temp_unlink_0_0.90,625,67160,7594,15244,72150,6333,11515,22838,0,0,22818,17848,0,0,17847
temp_unlink_1_0.10,625,66783,0,23215,71724,0,18274,23214,0,0,23193,18274,0,0,18271
temp_unlink_1_0.30,625,66303,0,23695,71497,0,18501,23695,0,0,23689,18501,0,0,18493
temp_unlink_1_0.50,625,66841,0,23157,72009,0,17989,23157,0,0,23135,17989,0,0,17989
temp_unlink_1_0.70,625,67015,0,22983,72162,0,17836,22983,0,0,22971,17836,0,0,17836
temp_unlink_1_0.90,625,65287,5446,19265,70876,903,18219,24711,0,0,24639,19122,0,0,19112
temp_unlink_2_0.10,625,66045,0,23953,71328,0,18670,23953,0,0,23934,18670,0,0,18661
temp_unlink_2_0.30,625,66035,0,23963,71375,0,18623,23963,0,0,23925,18623,0,0,18614
temp_unlink_2_0.50,625,66290,0,23708,71528,0,18470,23708,0,0,23664,18470,0,0,18467
temp_unlink_2_0.70,625,66311,0,23687,71556,0,18442,23686,0,0,23666,18442,0,0,18440
temp_unlink_2_0.90,625,18990,50930,20078,45686,29333,14979,71008,0,8819,0,44311,0,4094,0
temp_unlink_3_0.10,625,13239,9543,67216,42588,5907,41503,76759,0,71840,0,47410,0,43546,0
temp_unlink_3_0.30,625,13318,24576,52104,42570,14994,32434,76680,0,71657,0,47427,0,43758,0
temp_unlink_3_0.50,625,13399,38174,38425,42574,23909,23515,76599,0,71400,0,47424,0,43265,0
temp_unlink_3_0.70,625,13544,52468,23986,42865,32421,14712,76454,0,70795,0,47133,0,42763,0
temp_unlink_3_0.90,625,13256,66768,9974,42468,41287,6243,76742,0,71427,0,47530,0,43290,0
temp_link_0_0.10,650,13834,12092,64072,41982,356,47660,76164,2,51295,14340,48016,0,1328,46236
temp_link_0_0.30,650,14001,32756,43241,41937,879,47182,75997,0,50627,14393,48061,0,1341,46289
temp_link_0_0.50,650,13710,55938,20350,41636,1606,46756,76288,0,51331,14252,48362,0,1451,46535
temp_link_0_0.70,650,13832,60329,15837,42000,1742,46256,76166,0,50486,14373,47998,0,1443,46223
temp_link_0_0.90,650,13897,61826,14275,41941,1726,46331,76101,11,50948,14275,48057,0,1337,46331
temp_link_1_0.10,650,13859,15984,60155,41864,432,47702,76139,0,51035,14249,48134,0,1502,46222
temp_link_1_0.30,650,14005,39256,36737,42109,1031,46858,75993,0,50770,14345,47889,0,1398,46073
temp_link_1_0.50,650,13749,54286,21963,41713,1544,46741,76249,0,51346,14429,48285,0,1449,46462
temp_link_1_0.70,650,13796,61561,14641,41562,1779,46657,76202,0,51370,14331,48436,0,1386,46650
temp_link_1_0.90,650,13779,61738,14481,41844,1810,46344,76214,4,51071,14481,48154,0,1457,46344
temp_link_2_0.10,650,23284,10359,56355,46469,849,42680,66713,0,29033,27873,43529,0,2728,39705
temp_link_2_0.30,650,20964,26224,42810,45171,4708,40119,69033,1,32203,27160,44827,1,5875,36856
temp_link_2_0.50,650,18318,39338,32342,44045,12045,33908,71680,4,36690,23627,45953,2,10981,31003
temp_link_2_0.70,650,15189,55305,19504,43021,26192,20785,74809,11,43101,16058,46977,4,19604,18743
temp_link_2_0.90,650,13940,66755,9303,42731,38856,8411,76056,401,48208,2713,47267,298,26418,2888
temp_link_3_0.10,650,13902,9861,66235,43084,6040,40874,76096,756,48632,136,46914,454,27308,129
temp_link_3_0.30,650,13767,23329,52902,42929,14499,32570,76231,771,50015,92,47069,451,27987,86
temp_link_3_0.50,650,13988,38486,37524,43133,23489,23376,76010,823,49161,196,46865,480,27676,152
temp_link_3_0.70,650,14115,51888,23995,43084,31884,15030,75883,832,47872,124,46912,458,26863,113
temp_link_3_0.90,650,13812,66685,9501,42837,41270,5891,76186,808,49623,98,47161,509,27662,103
temp_unlink_0_0.10,650,66765,2015,21218,71918,1702,16378,23233,0,0,23218,18080,0,0,18080
temp_unlink_0_0.30,650,66706,3117,20175,71854,2453,15691,23292,0,0,23278,18144,0,0,18141
temp_unlink_0_0.50,650,66648,3420,19930,71695,2720,15583,23350,0,0,23333,18303,0,0,18303
temp_unlink_0_0.70,650,66830,4481,18687,71867,3870,14261,23168,0,0,23147,18131,0,0,18128
temp_unlink_0_0.90,650,67281,7348,15369,72168,6451,11379,22717,0,0,22687,17830,0,0,17826
temp_unlink_1_0.10,650,66509,0,23489,71640,0,18358,23489,0,0,23458,18358,0,0,18358
temp_unlink_1_0.30,650,67102,0,22896,72168,0,17830,22896,0,0,22879,17830,0,0,17825
temp_unlink_1_0.50,650,67256,0,22742,72123,0,17875,22742,0,0,22720,17875,0,0,17873
temp_unlink_1_0.70,650,67097,0,22901,72007,0,17991,22901,0,0,22894,17991,0,0,17991
temp_unlink_1_0.90,650,65500,5459,19039,70978,748,18272,24498,0,0,24453,19016,0,0,19016
temp_unlink_2_0.10,650,66574,0,23424,71698,0,18300,23424,0,0,23401,18300,0,0,18295
temp_unlink_2_0.30,650,66396,0,23602,71472,0,18526,23602,0,0,23592,18526,0,0,18522
temp_unlink_2_0.50,650,66575,0,23423,71795,0,18203,23423,0,0,23389,18203,0,0,18203
temp_unlink_2_0.70,650,67612,0,22386,72423,0,17575,22386,0,0,22375,17575,0,0,17569
temp_unlink_2_0.90,650,18969,50777,20252,45601,29272,15125,71029,0,8744,0,44397,0,4037,0
temp_unlink_3_0.10,650,12997,9684,67317,42341,5800,41857,77001,0,72880,0,47657,0,44219,0
temp_unlink_3_0.30,650,13286,24435,52277,42596,15433,31969,76712,0,72500,0,47402,0,43989,0
temp_unlink_3_0.50,650,13268,38264,38466,42783,23511,23704,76730,0,71936,0,47215,0,43492,0
temp_unlink_3_0.70,650,13396,52442,24160,42638,32322,15038,76602,0,71445,0,47360,0,43622,0
temp_unlink_3_0.90,650,13298,66743,9957,42712,41257,6029,76700,0,72121,0,47286,0,43443,0
temp_link_0_0.10,675,13781,11851,64366,41914,366,47718,76217,0,50947,14345,48084,0,1511,46189
temp_link_0_0.30,675,13932,33486,42580,41877,963,47158,76066,0,50552,14302,48121,0,1475,46254
temp_link_0_0.50,675,13821,54938,21239,41851,1644,46503,76177,0,51169,14460,48147,0,1482,46291
temp_link_0_0.70,675,13861,60213,15924,41984,1816,46198,76137,0,50329,14530,48014,0,1439,46160
temp_link_0_0.90,675,13989,61547,14462,42054,1946,45998,76009,0,50804,14462,47944,0,1536,45998
temp_link_1_0.10,675,13981,16523,59494,42093,391,47514,76016,0,50806,14492,47905,0,1493,45982
temp_link_1_0.30,675,13669,39496,36833,41529,1025,47444,76329,0,51372,14172,48469,0,1281,46804
temp_link_1_0.50,675,13872,53765,22361,41846,1557,46595,76126,0,51351,14390,48152,0,1506,46329
temp_link_1_0.70,675,13907,61319,14772,41819,1605,46574,76091,0,51186,14333,48179,0,1250,46564
temp_link_1_0.90,675,14078,61589,14331,41978,1823,46197,75920,0,50223,14331,48020,0,1426,46197
temp_link_2_0.10,675,22864,10411,56723,46039,892,43067,67134,0,29991,27499,43959,0,2707,40134
temp_link_2_0.30,675,20987,26307,42704,45220,4744,40034,69011,1,32463,26937,44771,2,5861,36909
temp_link_2_0.50,675,18463,38591,32944,44311,11497,34190,71535,1,36495,24007,45687,0,10567,31319
temp_link_2_0.70,675,15654,54380,19964,43305,25066,21627,74344,6,42265,16337,46693,2,18685,19573
temp_link_2_0.90,675,14053,66328,9617,42892,38484,8622,75944,494,47623,2707,47106,334,25958,2901
temp_link_3_0.10,675,14036,10002,65960,43318,6052,40628,75962,788,48873,139,46680,517,27274,118
temp_link_3_0.30,675,13809,23321,52868,42772,14106,33120,76189,965,49186,146,47226,545,27719,134
temp_link_3_0.50,675,13878,38841,37279,42878,23863,23257,76120,727,48841,114,47120,504,27495,106
temp_link_3_0.70,675,14017,52226,23755,43059,31999,14940,75981,672,47933,152,46939,397,26815,117
temp_link_3_0.90,675,13658,66674,9666,42850,41220,5928,76340,944,49479,143,47148,580,27745,122
temp_unlink_0_0.10,675,66912,2194,20892,71840,1515,16643,23086,0,0,23071,18158,0,0,18157
temp_unlink_0_0.30,675,67035,3343,19620,72172,2435,15391,22963,0,0,22954,17826,0,0,17825
temp_unlink_0_0.50,675,66905,3605,19488,72008,2610,15380,23093,0,0,23070,17990,0,0,17990
temp_unlink_0_0.70,675,66990,4531,18477,71954,3831,14213,23008,0,0,22989,18044,0,0,18035
temp_unlink_0_0.90,675,67474,7335,15189,72268,6444,11286,22524,0,0,22505,17730,0,0,17729
temp_unlink_1_0.10,675,66456,0,23542,71694,0,18304,23542,0,0,23512,18304,0,0,18299
temp_unlink_1_0.30,675,66562,0,23436,71797,0,18201,23436,0,0,23413,18201,0,0,18180
temp_unlink_1_0.50,675,66528,0,23470,71710,0,18288,23468,0,0,23437,18288,0,0,18279
temp_unlink_1_0.70,675,66809,0,23189,71923,0,18075,23189,0,0,23167,18075,0,0,18068
temp_unlink_1_0.90,675,66234,5516,18248,71423,1023,17552,23764,0,0,23731,18575,0,0,18572
temp_unlink_2_0.10,675,66692,0,23306,71724,0,18274,23306,0,0,23290,18274,0,0,18274
temp_unlink_2_0.30,675,66054,0,23944,71281,0,18717,23944,0,0,23936,18717,0,0,18711
temp_unlink_2_0.50,675,66851,0,23147,71879,0,18119,23147,0,0,23140,18119,0,0,18119
temp_unlink_2_0.70,675,67194,0,22804,72191,0,17807,22804,0,0,22776,17807,0,0,17803
temp_unlink_2_0.90,675,18890,51029,20079,45341,29566,15091,71108,0,8661,0,44657,0,3854,0
temp_unlink_3_0.10,675,13024,9507,67467,42473,5865,41660,76974,0,73022,0,47525,0,44325,0
temp_unlink_3_0.30,675,13112,25002,51884,42603,15486,31909,76886,0,73155,0,47395,0,44442,0
temp_unlink_3_0.50,675,13032,38012,38954,42241,23795,23962,76966,0,72612,0,47757,0,44454,0
temp_unlink_3_0.70,675,13266,52721,24011,42487,32428,15083,76732,0,72442,0,47511,0,44128,0
temp_unlink_3_0.90,675,13027,67076,9895,42050,41930,6018,76971,0,72644,0,47948,0,44269,0
temp_link_0_0.10,700,13686,11187,65125,41802,374,47822,76312,0,50837,14420,48196,0,1420,46323
temp_link_0_0.30,700,13816,33741,42441,41755,865,47378,76182,5,50955,14271,48243,0,1320,46552
temp_link_0_0.50,700,13769,54913,21316,41678,1489,46831,76229,0,51477,14325,48320,0,1326,46637
temp_link_0_0.70,700,13744,60730,15524,41710,1698,46590,76254,0,50730,14284,48288,0,1381,46542
temp_link_0_0.90,700,13616,62050,14332,41651,1794,46553,76382,0,51142,14332,48347,0,1422,46553
temp_link_1_0.10,700,13867,16052,60079,41887,462,47649,76131,1,50777,14371,48111,0,1399,46298
temp_link_1_0.30,700,13941,39031,37026,41985,1067,46946,76057,0,51127,14484,48013,0,1452,46197
temp_link_1_0.50,700,13849,53611,22538,41804,1457,46737,76149,0,51338,14373,48194,0,1383,46414
temp_link_1_0.70,700,14022,61379,14597,41929,1769,46300,75976,0,50534,14323,48068,0,1429,46290
temp_link_1_0.90,700,13711,61819,14468,41682,1884,46432,76287,0,50864,14468,48316,0,1474,46432
temp_link_2_0.10,700,22295,10469,57234,45581,892,43525,67703,0,30704,27287,44417,0,2753,40613
temp_link_2_0.30,700,21161,25877,42960,45243,4724,40031,68834,0,32037,26710,44755,0,5809,36780
temp_link_2_0.50,700,18211,39189,32598,44021,11358,34619,71787,2,36626,24104,45977,0,10420,31841
temp_link_2_0.70,700,15581,54606,19811,43328,25082,21588,74417,24,41963,16319,46670,5,18485,19554
temp_link_2_0.90,700,14198,66277,9523,43147,38090,8761,75800,581,47397,2831,46848,386,25218,3051
temp_link_3_0.10,700,13831,9391,66776,43015,5756,41227,76167,796,48995,186,46983,482,27577,182
temp_link_3_0.30,700,14147,23176,52675,43222,14199,32577,75851,860,48731,131,46776,565,27513,106
temp_link_3_0.50,700,13571,38473,37954,42658,24014,23326,76426,821,49551,155,47340,537,27807,133
temp_link_3_0.70,700,14071,52731,23196,43326,32301,14371,75927,710,48375,118,46672,375,26679,110
temp_link_3_0.90,700,13761,66370,9867,42882,41084,6032,76237,798,49426,125,47116,504,27651,126
temp_unlink_0_0.10,700,66815,1968,21215,71930,1396,16672,23183,0,0,23147,18068,0,0,18065
temp_unlink_0_0.30,700,66665,3464,19869,71750,2575,15673,23333,0,0,23298,18248,0,0,18246
temp_unlink_0_0.50,700,66812,3661,19525,71933,2682,15383,23186,0,0,23172,18065,0,0,18065
temp_unlink_0_0.70,700,66967,4523,18508,71902,3484,14612,23031,0,0,23016,18096,0,0,18091
temp_unlink_0_0.90,700,66970,7612,15416,72056,6563,11379,23028,0,0,22986,17942,0,0,17942
temp_unlink_1_0.10,700,66751,0,23247,71889,0,18109,23247,0,0,23206,18109,0,0,18100
temp_unlink_1_0.30,700,66542,0,23456,71766,0,18232,23456,0,0,23434,18232,0,0,18229
temp_unlink_1_0.50,700,66983,0,23015,72129,0,17869,23015,0,0,22987,17869,0,0,17863
temp_unlink_1_0.70,700,66880,0,23118,71902,0,18096,23118,0,0,23083,18096,0,0,18091
temp_unlink_1_0.90,700,65811,5951,18236,71274,954,17770,24187,0,0,24104,18724,0,0,18716
temp_unlink_2_0.10,700,66651,0,23347,71821,0,18177,23347,0,0,23330,18177,0,0,18171
temp_unlink_2_0.30,700,65915,0,24083,71283,0,18715,24083,0,0,24067,18715,0,0,18709
temp_unlink_2_0.50,700,66385,0,23613,71551,0,18447,23612,0,0,23588,18447,0,0,18445
temp_unlink_2_0.70,700,66962,0,23036,71963,0,18035,23036,0,0,23018,18035,0,0,18029
temp_unlink_2_0.90,700,18589,51387,20022,45174,29587,15237,71409,0,8572,0,44824,0,3870,0
temp_unlink_3_0.10,700,13138,9625,67235,42664,5883,41451,76860,0,73031,0,47334,0,44267,0
temp_unlink_3_0.30,700,12987,24839,52172,42408,15476,32114,77011,0,73255,0,47590,0,44653,0
temp_unlink_3_0.50,700,13170,37707,39121,42426,23179,24393,76827,0,73000,0,47572,0,44505,0
temp_unlink_3_0.70,700,12954,52896,24148,42164,32990,14844,77044,0,72970,0,47834,0,44714,0
temp_unlink_3_0.90,700,13166,66679,10153,42199,41237,6562,76832,0,72542,0,47799,0,44393,0
temp_link_0_0.10,725,13899,11268,64831,41774,312,47912,76099,0,50809,14210,48224,0,1332,46426
temp_link_0_0.30,725,13766,33502,42730,41699,972,47327,76231,0,51182,14344,48299,0,1406,46457
temp_link_0_0.50,725,13721,54125,22152,41824,1562,46612,76277,0,51244,14477,48174,0,1409,46379
temp_link_0_0.70,725,13897,60201,15900,42010,1647,46341,76101,1,50449,14564,47988,0,1304,46304
temp_link_0_0.90,725,13809,61964,14225,41663,1820,46515,76189,0,51649,14225,48335,0,1418,46515
temp_link_1_0.10,725,13982,15317,60699,41992,420,47586,76016,0,50664,14325,48006,0,1432,46111
temp_link_1_0.30,725,13557,38197,38244,41532,1091,47375,76441,0,52061,14430,48466,0,1453,46643
temp_link_1_0.50,725,13717,52453,23828,41855,1603,46540,76281,0,51194,14514,48143,0,1524,46221
temp_link_1_0.70,725,14018,61241,14739,41980,1661,46357,75979,0,50541,14453,48018,0,1285,46356
temp_link_1_0.90,725,13728,61791,14479,41635,1932,46431,76270,0,51415,14479,48363,0,1509,46431
temp_link_2_0.10,725,22478,10257,57263,46151,814,43033,67520,0,31148,27051,43847,0,2816,40006
temp_link_2_0.30,725,21066,25854,43078,45067,4552,40379,68931,1,32133,27176,44929,0,5764,37133
temp_link_2_0.50,725,18206,38957,32835,44123,11280,34595,71792,1,36674,23948,45875,0,10385,31727
temp_link_2_0.70,725,15577,55433,18988,43488,26125,20385,74420,12,42389,15650,46510,0,19001,18439
temp_link_2_0.90,725,14432,65819,9747,43135,37912,8951,75566,609,47186,2896,46863,349,25272,3310
temp_link_3_0.10,725,13906,9766,66326,42956,6087,40955,76092,805,48751,204,47042,513,27407,182
temp_link_3_0.30,725,13904,23888,52206,42843,14803,32352,76094,778,49333,142,47155,529,27280,126
temp_link_3_0.50,725,13949,37998,38051,42960,23797,23241,76048,873,49174,91,47038,517,27767,112
temp_link_3_0.70,725,13952,52946,23100,43124,32614,14260,76046,772,48633,108,46874,481,27163,76
temp_link_3_0.90,725,13986,66480,9532,42997,41043,5958,76012,837,48904,149,47001,513,27371,161
temp_unlink_0_0.10,725,66098,1949,21951,71428,1429,17141,23900,0,0,23886,18570,0,0,18565
temp_unlink_0_0.30,725,66828,2962,20208,71929,2418,15651,23170,0,0,23156,18069,0,0,18068
temp_unlink_0_0.50,725,67003,3739,19256,72035,2772,15191,22995,0,0,22975,17963,0,0,17963
temp_unlink_0_0.70,725,67084,4603,18311,72080,3450,14468,22914,0,0,22888,17918,0,0,17918
temp_unlink_0_0.90,725,67491,7405,15102,72428,5987,11583,22507,0,0,22495,17567,0,0,17570
temp_unlink_1_0.10,725,66837,0,23161,71986,0,18012,23161,0,0,23142,18012,0,0,18012
temp_unlink_1_0.30,725,66785,0,23213,71931,0,18067,23213,0,0,23178,18067,0,0,18067
temp_unlink_1_0.50,725,66437,0,23561,71563,0,18435,23561,0,0,23519,18435,0,0,18425
temp_unlink_1_0.70,725,66765,0,23233,71978,0,18020,23233,0,0,23208,18020,0,0,18012
temp_unlink_1_0.90,725,65843,5685,18470,71444,933,17621,24155,0,0,24130,18554,0,0,18545
temp_unlink_2_0.10,725,66740,0,23258,71880,0,18118,23258,0,0,23230,18118,0,0,18114
temp_unlink_2_0.30,725,66683,0,23315,71871,0,18127,23315,0,0,23293,18127,0,0,18126
temp_unlink_2_0.50,725,66894,0,23104,71955,0,18043,23104,0,0,23087,18043,0,0,18043
temp_unlink_2_0.70,725,67193,0,22805,72134,0,17864,22805,0,0,22787,17864,0,0,17864
temp_unlink_2_0.90,725,18916,51398,19684,45366,29510,15122,71082,0,8778,0,44632,0,3883,0
temp_unlink_3_0.10,725,13016,9830,67152,42507,5932,41559,76982,0,73447,0,47491,0,44621,0
temp_unlink_3_0.30,725,12877,24574,52547,42270,15131,32597,77121,0,73551,0,47728,0,44905,0
temp_unlink_3_0.50,725,13050,37080,39868,42357,22880,24761,76948,0,73305,0,47641,0,44766,0
temp_unlink_3_0.70,725,13032,53720,23246,42574,32869,14555,76966,0,73108,0,47423,0,44335,0
temp_unlink_3_0.90,725,13060,66979,9959,42554,41129,6315,76938,0,73249,0,47444,0,44508,0
temp_link_0_0.10,750,13944,11470,64584,41941,380,47677,76051,0,49968,14421,48057,0,1374,46257
temp_link_0_0.30,750,13915,32800,43283,41772,936,47290,76083,0,50571,14511,48226,0,1390,46408
temp_link_0_0.50,750,13437,54089,22472,41395,1534,47069,76561,0,51410,14372,48603,0,1408,46760
temp_link_0_0.70,750,13851,60308,15839,42100,1793,46105,76147,0,51056,14476,47898,0,1432,46050
temp_link_0_0.90,750,13550,62000,14448,41512,1862,46624,76446,0,51356,14448,48486,0,1484,46624
temp_link_1_0.10,750,13916,14775,61307,41908,410,47680,76082,0,50246,14674,48090,0,1367,46263
temp_link_1_0.30,750,13514,37991,38493,41584,1011,47403,76484,0,51919,14389,48414,0,1416,46631
temp_link_1_0.50,750,13860,52085,24053,41821,1540,46637,76138,0,50927,14386,48177,0,1484,46316
temp_link_1_0.70,750,14061,61176,14761,42102,1773,46123,75936,0,50850,14363,47896,0,1394,46101
temp_link_1_0.90,750,13651,61901,14446,41837,1803,46358,76346,0,51486,14446,48161,0,1415,46358
temp_link_2_0.10,750,22306,9699,57993,45903,774,43321,67692,0,31499,26807,44095,2,2511,40577
temp_link_2_0.30,750,21385,25350,43263,45396,4499,40103,68613,2,31629,27043,44602,0,5587,36923
temp_link_2_0.50,750,18238,38614,33146,44217,11126,34655,71760,1,36324,24138,45781,0,10055,31871
temp_link_2_0.70,750,15382,55425,19191,43367,25813,20818,74616,10,42996,15735,46631,1,19117,18791
temp_link_2_0.90,750,14028,66225,9745,42869,38101,9028,75970,424,47009,3125,47129,314,25373,3373
temp_link_3_0.10,750,14018,10074,65906,43053,6312,40633,75980,855,48678,159,46945,529,27632,139
temp_link_3_0.30,750,13974,23524,52500,42851,14874,32273,76023,833,48889,188,47147,475,27685,177
temp_link_3_0.50,750,13758,37850,38390,42750,23747,23501,76240,928,49268,137,47248,667,27662,117
temp_link_3_0.70,750,13758,53366,22874,42791,32772,14435,76239,734,49153,94,47207,447,27791,100
temp_link_3_0.90,750,13814,66134,10050,42879,40844,6275,76184,928,49216,102,47119,558,27485,93
temp_unlink_0_0.10,750,66708,1824,21466,71828,1382,16788,23290,0,0,23268,18170,0,0,18170
temp_unlink_0_0.30,750,66556,3175,20267,71622,2435,15941,23442,0,0,23409,18376,0,0,18376
temp_unlink_0_0.50,750,66930,3617,19451,71892,2856,15250,23068,0,0,23050,18106,0,0,18106
temp_unlink_0_0.70,750,66717,4809,18472,71850,3221,14927,23281,0,0,23267,18148,0,0,18146
temp_unlink_0_0.90,750,66587,7573,15838,71702,6403,11893,23411,0,0,23381,18296,0,0,18296
temp_unlink_1_0.10,750,66372,0,23626,71525,0,18473,23626,0,0,23613,18473,0,0,18470
temp_unlink_1_0.30,750,66509,0,23489,71645,0,18353,23489,0,0,23460,18353,0,0,18350
temp_unlink_1_0.50,750,66089,0,23909,71265,0,18733,23909,0,0,23889,18733,0,0,18729
temp_unlink_1_0.70,750,66486,0,23512,71645,0,18353,23512,0,0,23500,18353,0,0,18348
temp_unlink_1_0.90,750,65752,5718,18528,71076,938,17984,24246,0,0,24200,18922,0,0,18911
temp_unlink_2_0.10,750,66238,0,23760,71410,0,18588,23760,0,0,23747,18588,0,0,18585
temp_unlink_2_0.30,750,66327,0,23671,71661,0,18337,23670,0,0,23662,18337,0,0,18335
temp_unlink_2_0.50,750,67179,0,22819,72178,0,17820,22819,0,0,22805,17820,0,0,17814
temp_unlink_2_0.70,750,67210,0,22788,72109,0,17889,22788,0,0,22769,17889,0,0,17888
temp_unlink_2_0.90,750,18675,50758,20565,45200,29539,15259,71322,0,8746,0,44798,0,4155,0
temp_unlink_3_0.10,750,13058,9255,67685,42621,5790,41587,76940,0,73552,0,47377,0,44532,0
temp_unlink_3_0.30,750,12954,24236,52808,42452,15093,32453,77044,0,73379,0,47546,0,44780,0
temp_unlink_3_0.50,750,13248,37122,39628,42590,23021,24387,76750,0,73231,0,47408,0,44630,0
temp_unlink_3_0.70,750,13293,53179,23526,42640,33274,14084,76705,0,73207,0,47358,0,44582,0
temp_unlink_3_0.90,750,12969,67242,9787,42177,41662,6159,77029,0,73549,0,47821,0,44875,0
temp_link_0_0.10,775,13800,11175,65023,41729,330,47939,76198,0,50927,14373,48269,0,1431,46331
temp_link_0_0.30,775,14029,32188,43781,42008,925,47065,75969,0,50841,14362,47990,0,1316,46226
temp_link_0_0.50,775,14052,52602,23344,42032,1535,46431,75946,0,50854,14445,47966,0,1481,46154
temp_link_0_0.70,775,13674,60277,16047,41675,1696,46627,76323,0,51333,14399,48323,0,1366,46577
temp_link_0_0.90,775,13708,61907,14383,41575,1855,46568,76290,0,51136,14383,48423,0,1465,46568
